date,open,high,low,close,volume,index_name,symbol,exchange,currency
20230330,19920.43,19949.11,19866.05,19940.99,0.0,TSX,TSX,TSE,CAD
20230331,19977.47,20126.54,19977.47,20099.89,0.0,TSX,TSX,TSE,CAD
20230403,20108.36,20281.22,20108.36,20278.28,0.0,TSX,TSX,TSE,CAD
20230404,20326.43,20361.26,20203.25,20275.77,0.0,TSX,TSX,TSE,CAD
20230405,20221.39,20246.28,20097.59,20159.55,0.0,TSX,TSX,TSE,CAD
20230406,20157.2,20201.63,20099.8,20196.69,0.0,TSX,TSX,TSE,CAD
20230410,20160.31,20281.09,20151.92,20275.82,0.0,TSX,TSX,TSE,CAD
20230411,20303.89,20461.72,20303.89,20421.85,0.0,TSX,TSX,TSE,CAD
20230412,20505.75,20593.5,20442.73,20454.32,0.0,TSX,TSX,TSE,CAD
20230413,20480.23,20591.87,20469.55,20564.49,0.0,TSX,TSX,TSE,CAD
20230414,20585.32,20638.16,20516.0,20579.91,0.0,TSX,TSX,TSE,CAD
20230417,20576.72,20646.94,20553.42,20641.97,0.0,TSX,TSX,TSE,CAD
20230418,20665.48,20729.52,20659.01,20684.68,0.0,TSX,TSX,TSE,CAD
20230419,20609.11,20694.96,20606.83,20680.83,0.0,TSX,TSX,TSE,CAD
20230420,20614.54,20705.3,20597.09,20630.69,0.0,TSX,TSX,TSE,CAD
20230421,20640.49,20696.5,20602.3,20693.15,0.0,TSX,TSX,TSE,CAD
20230424,20664.88,20709.58,20643.22,20676.74,0.0,TSX,TSX,TSE,CAD
20230425,20636.97,20636.97,20435.52,20439.87,0.0,TSX,TSX,TSE,CAD
20230426,20451.61,20501.53,20324.48,20366.72,0.0,TSX,TSX,TSE,CAD
20230427,20400.81,20546.69,20400.81,20522.64,0.0,TSX,TSX,TSE,CAD
20230428,20502.27,20661.02,20499.54,20636.54,0.0,TSX,TSX,TSE,CAD
20230501,20663.68,20766.87,20613.27,20615.1,0.0,TSX,TSX,TSE,CAD
20230502,20579.17,20579.17,20282.14,20407.55,0.0,TSX,TSX,TSE,CAD
20230503,20397.27,20498.93,20350.04,20354.68,0.0,TSX,TSX,TSE,CAD
20230504,20423.71,20444.18,20237.23,20238.19,0.0,TSX,TSX,TSE,CAD
20230505,20305.35,20565.58,20305.35,20542.03,0.0,TSX,TSX,TSE,CAD
20230508,20586.56,20627.77,20544.15,20585.15,0.0,TSX,TSX,TSE,CAD
20230509,20487.27,20598.97,20455.52,20585.73,0.0,TSX,TSX,TSE,CAD
20230510,20644.3,20644.3,20399.5,20499.31,0.0,TSX,TSX,TSE,CAD
20230511,20439.98,20444.72,20328.36,20417.61,0.0,TSX,TSX,TSE,CAD
20230512,20448.6,20492.07,20346.9,20419.62,0.0,TSX,TSX,TSE,CAD
20230515,20431.8,20544.08,20431.8,20539.97,0.0,TSX,TSX,TSE,CAD
20230516,20452.21,20452.21,20236.77,20242.07,0.0,TSX,TSX,TSE,CAD
20230517,20296.43,20296.43,20296.43,20296.43,0.0,TSX,TSX,TSE,CAD
20230518,20262.75,20302.85,20170.95,20297.09,0.0,TSX,TSX,TSE,CAD
20230519,20356.02,20399.61,20306.65,20351.06,0.0,TSX,TSX,TSE,CAD
20230523,20312.48,20327.48,20138.55,20146.01,0.0,TSX,TSX,TSE,CAD
20230524,20063.88,20063.88,19898.78,19927.69,0.0,TSX,TSX,TSE,CAD
20230525,19879.15,19879.15,19717.36,19774.08,0.0,TSX,TSX,TSE,CAD
20230526,19840.41,19944.09,19832.78,19920.31,0.0,TSX,TSX,TSE,CAD
20230529,19929.01,19991.89,19929.01,19967.95,0.0,TSX,TSX,TSE,CAD
20230530,19919.08,19936.5,19708.37,19739.7,0.0,TSX,TSX,TSE,CAD
20230531,19674.68,19674.68,19522.58,19572.24,0.0,TSX,TSX,TSE,CAD
20230601,19573.0,19735.18,19542.63,19672.25,0.0,TSX,TSX,TSE,CAD
20230602,19783.21,20032.11,19783.21,20024.63,0.0,TSX,TSX,TSE,CAD
20230605,20045.94,20068.3,19926.06,19931.62,0.0,TSX,TSX,TSE,CAD
20230606,19925.92,20059.53,19911.58,20055.6,0.0,TSX,TSX,TSE,CAD
20230607,20068.67,20149.95,19955.57,19983.69,0.0,TSX,TSX,TSE,CAD
20230608,19994.79,19996.33,19855.27,19942.7,0.0,TSX,TSX,TSE,CAD
20230609,19939.97,19976.08,19857.38,19892.06,0.0,TSX,TSX,TSE,CAD
20230612,19862.62,19933.57,19805.94,19921.31,0.0,TSX,TSX,TSE,CAD
20230613,19998.3,20099.24,19975.85,19990.4,0.0,TSX,TSX,TSE,CAD
20230614,20027.81,20098.47,19930.3,20015.09,0.0,TSX,TSX,TSE,CAD
20230615,19986.09,20057.37,19952.24,20027.35,0.0,TSX,TSX,TSE,CAD
20230616,20057.32,20112.35,19973.23,19975.38,0.0,TSX,TSX,TSE,CAD
20230619,19983.66,19985.21,19917.62,19934.21,0.0,TSX,TSX,TSE,CAD
20230620,19881.89,19881.89,19739.84,19754.14,0.0,TSX,TSX,TSE,CAD
20230621,19718.6,19761.7,19656.09,19705.95,0.0,TSX,TSX,TSE,CAD
20230622,19638.51,19638.51,19545.64,19580.9,0.0,TSX,TSX,TSE,CAD
20230623,19511.37,19511.37,19406.46,19418.23,0.0,TSX,TSX,TSE,CAD
20230626,19400.7,19630.47,19400.7,19587.32,0.0,TSX,TSX,TSE,CAD
20230627,19606.69,19757.38,19579.07,19733.09,0.0,TSX,TSX,TSE,CAD
20230628,19749.4,19818.85,19706.53,19818.85,0.0,TSX,TSX,TSE,CAD
20230629,19820.33,19914.49,19790.44,19913.17,0.0,TSX,TSX,TSE,CAD
20230630,19973.37,20178.81,19973.37,20155.29,0.0,TSX,TSX,TSE,CAD
20230704,20180.28,20227.65,20176.63,20204.87,0.0,TSX,TSX,TSE,CAD
20230705,20177.76,20177.76,20086.24,20103.89,0.0,TSX,TSX,TSE,CAD
20230706,20006.05,20006.05,19757.6,19810.69,0.0,TSX,TSX,TSE,CAD
20230707,19740.79,19911.25,19719.58,19831.04,0.0,TSX,TSX,TSE,CAD
20230710,19820.72,19863.3,19798.79,19822.45,0.0,TSX,TSX,TSE,CAD
20230711,19857.58,19882.49,19820.69,19878.56,0.0,TSX,TSX,TSE,CAD
20230712,19957.27,20092.66,19938.14,20070.77,0.0,TSX,TSX,TSE,CAD
20230713,20119.82,20294.34,20119.82,20277.64,0.0,TSX,TSX,TSE,CAD
20230714,20311.02,20336.62,20234.22,20262.07,0.0,TSX,TSX,TSE,CAD
20230717,20231.78,20256.79,20192.59,20226.79,0.0,TSX,TSX,TSE,CAD
20230718,20252.5,20380.0,20243.91,20376.57,0.0,TSX,TSX,TSE,CAD
20230719,20401.5,20497.36,20401.5,20491.17,0.0,TSX,TSX,TSE,CAD
20230720,20487.81,20507.38,20412.37,20436.87,0.0,TSX,TSX,TSE,CAD
20230721,20488.32,20561.96,20479.25,20547.51,0.0,TSX,TSX,TSE,CAD
20230724,20573.67,20623.94,20551.48,20582.12,0.0,TSX,TSX,TSE,CAD
20230725,20590.22,20612.23,20543.49,20551.53,0.0,TSX,TSX,TSE,CAD
20230726,20514.81,20596.18,20492.43,20561.64,0.0,TSX,TSX,TSE,CAD
20230727,20603.5,20610.6,20370.5,20385.47,0.0,TSX,TSX,TSE,CAD
20230728,20472.43,20578.36,20449.48,20519.37,0.0,TSX,TSX,TSE,CAD
20230731,20541.77,20677.25,20541.77,20626.64,0.0,TSX,TSX,TSE,CAD
20230801,20570.56,20585.87,20468.68,20532.93,0.0,TSX,TSX,TSE,CAD
20230802,20423.5,20423.5,20148.23,20218.21,0.0,TSX,TSX,TSE,CAD
20230803,20163.76,20163.76,20077.53,20120.74,0.0,TSX,TSX,TSE,CAD
20230804,20155.87,20356.6,20146.35,20236.04,0.0,TSX,TSX,TSE,CAD
20230808,20187.78,20223.56,20089.94,20205.98,0.0,TSX,TSX,TSE,CAD
20230809,20230.21,20317.22,20211.77,20275.27,0.0,TSX,TSX,TSE,CAD
20230810,20353.43,20444.64,20279.72,20342.88,0.0,TSX,TSX,TSE,CAD
20230811,20300.53,20415.04,20293.5,20407.57,0.0,TSX,TSX,TSE,CAD
20230814,20337.74,20338.8,20237.9,20290.54,0.0,TSX,TSX,TSE,CAD
20230815,20190.16,20190.16,19888.28,19899.79,0.0,TSX,TSX,TSE,CAD
20230816,19857.27,19965.71,19852.04,19899.07,0.0,TSX,TSX,TSE,CAD
20230817,19956.42,20008.92,19792.51,19812.23,0.0,TSX,TSX,TSE,CAD
20230818,19746.34,19845.3,19683.85,19818.39,0.0,TSX,TSX,TSE,CAD
20230821,19837.55,19875.74,19733.48,19784.87,0.0,TSX,TSX,TSE,CAD
20230822,19820.43,19820.43,19675.13,19691.21,0.0,TSX,TSX,TSE,CAD
20230823,19718.82,19907.28,19713.51,19879.79,0.0,TSX,TSX,TSE,CAD
20230824,19861.99,19900.88,19775.83,19775.83,0.0,TSX,TSX,TSE,CAD
20230825,19838.1,19883.57,19681.77,19835.75,0.0,TSX,TSX,TSE,CAD
20230828,19900.31,20038.61,19900.31,20025.14,0.0,TSX,TSX,TSE,CAD
20230829,20014.33,20290.78,19999.6,20290.41,0.0,TSX,TSX,TSE,CAD
20230830,20319.44,20403.36,20309.42,20330.32,0.0,TSX,TSX,TSE,CAD
20230831,20392.73,20426.66,20286.63,20292.62,0.0,TSX,TSX,TSE,CAD
20230901,20398.79,20575.36,20398.79,20545.36,0.0,TSX,TSX,TSE,CAD
20230905,20521.4,20546.42,20412.93,20413.76,0.0,TSX,TSX,TSE,CAD
20230906,20375.14,20375.14,20181.61,20226.96,0.0,TSX,TSX,TSE,CAD
20230907,20175.63,20224.7,20119.4,20132.08,0.0,TSX,TSX,TSE,CAD
20230908,20118.83,20161.08,20066.44,20074.65,0.0,TSX,TSX,TSE,CAD
20230911,20117.71,20222.9,20096.94,20182.76,0.0,TSX,TSX,TSE,CAD
20230912,20154.28,20267.91,20154.28,20223.08,0.0,TSX,TSX,TSE,CAD
20230913,20228.79,20298.66,20202.71,20278.94,0.0,TSX,TSX,TSE,CAD
20230914,20370.44,20576.52,20370.44,20567.84,0.0,TSX,TSX,TSE,CAD
20230915,20558.46,20652.2,20534.47,20622.34,0.0,TSX,TSX,TSE,CAD
20230918,20592.75,20598.56,20449.11,20492.83,0.0,TSX,TSX,TSE,CAD
20230919,20447.74,20447.74,20203.3,20218.89,0.0,TSX,TSX,TSE,CAD
20230920,20238.25,20351.5,20214.41,20214.7,0.0,TSX,TSX,TSE,CAD
20230921,20115.03,20115.03,19791.62,19791.62,0.0,TSX,TSX,TSE,CAD
20230922,19852.12,19898.94,19769.34,19779.97,0.0,TSX,TSX,TSE,CAD
20230925,19733.65,19850.16,19671.77,19800.61,0.0,TSX,TSX,TSE,CAD
20230926,19729.11,19774.71,19555.49,19556.15,0.0,TSX,TSX,TSE,CAD
